sale_id,employee_id,sale_date,product,category,amount
S01199,38,2025-10-23,Monitor,Electronics,2738.24
S00250,17,2025-10-23,Phone,Electronics,9401.66
S00595,23,2025-10-24,Phone,Electronics,12671.3
S00384,23,2025-10-24,Printer,Office,14229.31
S00246,16,2025-10-25,Mouse,Accessories,4902.27
S01031,90,2025-10-25,Camera,Electronics,10098.81
S00653,38,2025-10-25,Laptop,Electronics,6607.79
S01056,75,2025-10-26,Mouse,Accessories,10505.09
S00380,37,2025-10-26,Headphones,Accessories,5804.88
S01659,58,2025-10-27,Speaker,Audio,12182.26
S00927,15,2025-10-27,Keyboard,Accessories,4245.79
S01198,37,2025-10-27,Mouse,Accessories,12255.94
S00864,13,2025-10-27,Phone,Electronics,4081.94
S01246,27,2025-10-29,Camera,Electronics,19014.63
S00178,66,2025-10-29,Laptop,Electronics,6542.22
S01662,98,2025-10-30,Phone,Electronics,5557.93
S00159,97,2025-10-30,Tablet,Electronics,9142.93
S01626,96,2025-10-30,Camera,Electronics,10361.6
S00310,19,2025-10-30,Keyboard,Accessories,7273.09
S00934,53,2025-10-30,Mouse,Accessories,18735.8
S01405,34,2025-10-30,Keyboard,Accessories,5885.22
S01912,40,2025-10-30,Headphones,Accessories,9990.13
S01265,2,2025-10-31,Camera,Electronics,5136.27
S00846,90,2025-10-31,Mouse,Accessories,14459.73
S01875,63,2025-10-31,Mouse,Accessories,16316.05
S00708,1,2025-10-31,Printer,Office,8385.3
S01684,81,2025-10-31,Speaker,Audio,8259.2
S01909,12,2025-11-02,Speaker,Audio,5456.24
S01464,71,2025-11-02,Mouse,Accessories,15771.14
S00624,65,2025-11-02,Keyboard,Accessories,6310.32
S00100,80,2025-11-02,Speaker,Audio,13964.36
S01190,20,2025-11-02,Printer,Office,12539.81
S00963,5,2025-11-03,Monitor,Electronics,24866.89
S00551,92,2025-11-03,Headphones,Accessories,9844.79
S01735,46,2025-11-03,Speaker,Audio,14060.86
S00570,49,2025-11-03,Laptop,Electronics,13131.75
S00302,23,2025-11-03,Monitor,Electronics,16693.97
S00242,99,2025-11-03,Phone,Electronics,13445.98
S01678,78,2025-11-04,Laptop,Electronics,12496.83
S00866,2,2025-11-04,Tablet,Electronics,21574.58
S00817,84,2025-11-04,Monitor,Electronics,1606.65
S01252,98,2025-11-04,Headphones,Accessories,9696.05
S00440,46,2025-11-04,Keyboard,Accessories,16715.46
S00189,42,2025-11-04,Phone,Electronics,5114.99
S00919,39,2025-11-05,Camera,Electronics,12681.42
S00672,6,2025-11-05,Headphones,Accessories,14457.58
S01350,10,2025-11-05,Printer,Office,8234.07
S01300,73,2025-11-05,Laptop,Electronics,5851.95
S01990,20,2025-11-05,Printer,Office,6297.99
S01039,55,2025-11-05,Phone,Electronics,8139.74
S01994,35,2025-11-06,Monitor,Electronics,11227.75
S00750,7,2025-11-07,Phone,Electronics,14687.96
S00926,63,2025-11-07,Laptop,Electronics,3924.46
S01067,51,2025-11-07,Printer,Office,15046.78
S00356,34,2025-11-07,Headphones,Accessories,22826.29
S01428,94,2025-11-07,Keyboard,Accessories,10100.74
S01176,7,2025-11-07,Keyboard,Accessories,15964.24
S00527,72,2025-11-09,Keyboard,Accessories,6524.12
S01096,96,2025-11-10,Speaker,Audio,7759.73
S01402,55,2025-11-11,Speaker,Audio,7260.63
S01546,58,2025-11-11,Laptop,Electronics,5066.66
S00093,25,2025-11-12,Phone,Electronics,2976.79
S00622,50,2025-11-12,Camera,Electronics,3794.23
S01575,60,2025-11-13,Camera,Electronics,2890.87
S00654,97,2025-11-13,Phone,Electronics,5277.14
S01009,60,2025-11-13,Speaker,Audio,8165.35
S00009,19,2025-11-13,Laptop,Electronics,7142.55
S00140,35,2025-11-13,Printer,Office,5953.41
S00222,58,2025-11-13,Printer,Office,9570.16
S01355,26,2025-11-14,Speaker,Audio,7682.38
S00237,68,2025-11-14,Headphones,Accessories,5189.55
S00681,95,2025-11-14,Mouse,Accessories,10447.88
S01850,100,2025-11-14,Speaker,Audio,15284.83
S00572,85,2025-11-14,Headphones,Accessories,13469.6
S01755,77,2025-11-14,Phone,Electronics,5188.86
S00600,83,2025-11-14,Monitor,Electronics,8954.04
S01744,9,2025-11-14,Speaker,Audio,9538.93
S00890,99,2025-11-14,Headphones,Accessories,12670.33
S00640,64,2025-11-15,Keyboard,Accessories,9586.31
S00496,45,2025-11-15,Headphones,Accessories,16259.7
S00473,67,2025-11-15,Speaker,Audio,15793.5
S01530,90,2025-11-15,Printer,Office,28891.48
S01041,15,2025-11-15,Keyboard,Accessories,10775.36
S01832,6,2025-11-16,Laptop,Electronics,10821.6
S00234,53,2025-11-16,Phone,Electronics,5186.16
S01417,93,2025-11-16,Printer,Office,17812.71
S00396,49,2025-11-16,Phone,Electronics,13737.49
S01091,63,2025-11-16,Monitor,Electronics,8019.46
S01657,51,2025-11-17,Speaker,Audio,17109.72
S01509,29,2025-11-17,Phone,Electronics,9690.06
S01887,20,2025-11-18,Camera,Electronics,16996.63
S01177,33,2025-11-18,Monitor,Electronics,11828.64
S00680,80,2025-11-18,Printer,Office,8152.19
S00747,14,2025-11-19,Tablet,Electronics,8539.82
S00481,61,2025-11-20,Monitor,Electronics,2695.6
S01011,76,2025-11-20,Headphones,Accessories,14451.23
S00547,73,2025-11-20,Laptop,Electronics,14402.82
S01767,45,2025-11-21,Phone,Electronics,6209.32
S00987,36,2025-11-21,Mouse,Accessories,18815.23
S01831,4,2025-11-21,Speaker,Audio,26747.03
S01253,12,2025-11-21,Mouse,Accessories,7308.38
S00847,14,2025-11-21,Camera,Electronics,13933.58
S00199,36,2025-11-21,Printer,Office,23601.82
S00509,57,2025-11-22,Headphones,Accessories,12562.54
S01873,93,2025-11-22,Headphones,Accessories,5408.3
S01652,11,2025-11-22,Printer,Office,5624.81
S00944,42,2025-11-23,Tablet,Electronics,15442.25
S00710,12,2025-11-23,Headphones,Accessories,8965.49
S01088,20,2025-11-24,Keyboard,Accessories,10708.9
S01722,27,2025-11-24,Keyboard,Accessories,2341.11
S01062,34,2025-11-25,Keyboard,Accessories,5766.2
S01094,71,2025-11-26,Speaker,Audio,11503.0
S00715,78,2025-11-26,Camera,Electronics,19996.1
S01343,12,2025-11-26,Headphones,Accessories,3271.5
S00069,48,2025-11-26,Laptop,Electronics,8787.8
S00063,7,2025-11-27,Printer,Office,3397.34
S01076,49,2025-11-27,Laptop,Electronics,7869.91
S00518,3,2025-11-27,Phone,Electronics,11357.1
S01352,71,2025-11-28,Printer,Office,6312.99
S00522,75,2025-11-28,Phone,Electronics,10293.24
S01208,81,2025-11-28,Laptop,Electronics,15827.59
S01187,1,2025-11-29,Headphones,Accessories,5812.65
S01133,83,2025-11-29,Keyboard,Accessories,7432.31
S01396,13,2025-11-29,Mouse,Accessories,9926.27
S00305,100,2025-11-29,Headphones,Accessories,11977.01
S00039,36,2025-11-29,Printer,Office,14984.07
S01406,30,2025-11-30,Camera,Electronics,5733.19
S01258,17,2025-11-30,Monitor,Electronics,4872.6
S00712,46,2025-11-30,Phone,Electronics,11101.51
S01216,14,2025-12-01,Phone,Electronics,17967.84
S01049,57,2025-12-02,Printer,Office,11305.68
S00511,47,2025-12-02,Monitor,Electronics,7092.43
S01971,64,2025-12-02,Phone,Electronics,9525.64
S00767,25,2025-12-02,Tablet,Electronics,14558.69
S00409,16,2025-12-02,Camera,Electronics,12208.5
S00117,76,2025-12-02,Headphones,Accessories,22478.05
S01898,36,2025-12-03,Monitor,Electronics,20199.76
S00973,56,2025-12-03,Laptop,Electronics,18529.74
S00147,93,2025-12-04,Keyboard,Accessories,17100.2
S00085,75,2025-12-05,Laptop,Electronics,16465.98
S00303,10,2025-12-05,Phone,Electronics,6180.49
S00765,90,2025-12-05,Tablet,Electronics,8428.12
S00492,38,2025-12-06,Tablet,Electronics,24612.29
S00609,4,2025-12-07,Laptop,Electronics,15167.78
S00974,15,2025-12-07,Laptop,Electronics,10998.87
S00779,8,2025-12-07,Mouse,Accessories,13572.64
S00016,32,2025-12-08,Keyboard,Accessories,13256.82
S01799,26,2025-12-08,Laptop,Electronics,4278.67
S00738,86,2025-12-08,Printer,Office,10667.75
S01282,98,2025-12-08,Speaker,Audio,13146.35
S01376,14,2025-12-08,Keyboard,Accessories,7392.36
S01204,44,2025-12-08,Laptop,Electronics,5860.83
S00560,25,2025-12-08,Printer,Office,16162.18
S01508,92,2025-12-09,Tablet,Electronics,13072.72
S01476,90,2025-12-09,Headphones,Accessories,8731.68
S01488,20,2025-12-09,Laptop,Electronics,5872.64
S00744,88,2025-12-09,Laptop,Electronics,2796.43
S00958,33,2025-12-10,Speaker,Audio,16520.64
S00519,16,2025-12-10,Speaker,Audio,24418.57
S00143,17,2025-12-11,Phone,Electronics,12502.29
S00524,74,2025-12-11,Phone,Electronics,5281.99
S01993,1,2025-12-11,Monitor,Electronics,12504.58
S00636,66,2025-12-12,Camera,Electronics,6837.79
S00942,51,2025-12-13,Keyboard,Accessories,1586.08
S01810,61,2025-12-13,Printer,Office,10994.29
S00755,99,2025-12-13,Monitor,Electronics,17359.31
S00810,31,2025-12-14,Headphones,Accessories,10945.31
S01209,74,2025-12-14,Headphones,Accessories,9000.23
S00812,36,2025-12-14,Phone,Electronics,15262.61
S00892,1,2025-12-14,Camera,Electronics,10168.35
S00200,45,2025-12-14,Tablet,Electronics,12874.49
S01270,36,2025-12-14,Keyboard,Accessories,5222.72
S01846,25,2025-12-15,Monitor,Electronics,9286.23
S00324,24,2025-12-15,Keyboard,Accessories,10556.14
S00601,17,2025-12-15,Phone,Electronics,9215.46
S01555,6,2025-12-16,Camera,Electronics,12835.01
S01988,73,2025-12-16,Tablet,Electronics,9727.55
S00327,35,2025-12-17,Headphones,Accessories,9717.27
S01645,76,2025-12-17,Speaker,Audio,5500.13
S01758,21,2025-12-17,Headphones,Accessories,8053.54
S01482,54,2025-12-17,Speaker,Audio,9425.28
S01632,12,2025-12-18,Laptop,Electronics,12425.81
S00718,27,2025-12-19,Speaker,Audio,11414.48
S01701,15,2025-12-19,Laptop,Electronics,6461.61
S01200,94,2025-12-19,Camera,Electronics,17137.3
S00933,78,2025-12-19,Mouse,Accessories,8691.44
S01197,5,2025-12-19,Tablet,Electronics,4961.79
S01621,37,2025-12-19,Tablet,Electronics,6850.99
S00050,39,2025-12-19,Monitor,Electronics,7057.86
S00211,66,2025-12-19,Phone,Electronics,9967.65
S00552,29,2025-12-20,Printer,Office,7633.84
S00493,6,2025-12-20,Speaker,Audio,11550.18
S01771,8,2025-12-21,Tablet,Electronics,9958.61
S01779,46,2025-12-21,Laptop,Electronics,2948.48
S01590,100,2025-12-22,Speaker,Audio,6618.11
S01365,59,2025-12-22,Printer,Office,19794.3
S00336,33,2025-12-22,Tablet,Electronics,11603.25
S00707,70,2025-12-23,Laptop,Electronics,11352.52
S01849,55,2025-12-23,Laptop,Electronics,14456.06
S01623,22,2025-12-24,Phone,Electronics,10027.02
S00062,99,2025-12-25,Speaker,Audio,4903.17
S00770,84,2025-12-25,Mouse,Accessories,7927.5
S01978,49,2025-12-25,Headphones,Accessories,8940.2
S00298,39,2025-12-25,Camera,Electronics,16650.79
S01821,72,2025-12-26,Mouse,Accessories,8392.59
S01440,65,2025-12-26,Laptop,Electronics,15598.46
S01605,60,2025-12-26,Keyboard,Accessories,6835.0
S01637,22,2025-12-26,Camera,Electronics,3791.05
S00605,1,2025-12-26,Mouse,Accessories,9315.98
S01688,21,2025-12-26,Monitor,Electronics,5947.04
S00439,7,2025-12-27,Tablet,Electronics,2310.33
S01786,20,2025-12-28,Headphones,Accessories,14269.35
S00385,89,2025-12-28,Laptop,Electronics,8173.26
S01408,13,2025-12-28,Printer,Office,14490.85
S01025,86,2025-12-29,Monitor,Electronics,4239.07
S00837,26,2025-12-30,Laptop,Electronics,18434.5
S00193,25,2025-12-30,Printer,Office,10166.53
S00260,9,2025-12-30,Phone,Electronics,5315.98
S01219,66,2025-12-30,Keyboard,Accessories,28957.06
S01317,19,2025-12-30,Laptop,Electronics,9442.03
S00099,35,2025-12-31,Mouse,Accessories,11128.43
S00658,51,2025-12-31,Headphones,Accessories,13149.84
S01358,7,2025-12-31,Laptop,Electronics,14965.15
S00074,9,2025-12-31,Camera,Electronics,4097.75
S01724,50,2025-12-31,Mouse,Accessories,12303.33
S01650,7,2025-12-31,Monitor,Electronics,21897.57
S00588,92,2026-01-01,Mouse,Accessories,9459.88
S00762,57,2026-01-01,Camera,Electronics,7082.99
S00637,75,2026-01-01,Camera,Electronics,3914.32
S00359,58,2026-01-02,Tablet,Electronics,7968.01
S00579,49,2026-01-02,Speaker,Audio,10017.97
S00254,58,2026-01-03,Speaker,Audio,11937.99
S00274,69,2026-01-03,Mouse,Accessories,6749.32
S01671,15,2026-01-03,Printer,Office,2616.06
S01229,37,2026-01-03,Camera,Electronics,11279.31
S01938,17,2026-01-03,Camera,Electronics,9503.61
S00787,64,2026-01-03,Phone,Electronics,3007.03
S01761,64,2026-01-04,Camera,Electronics,5541.19
S01538,69,2026-01-04,Mouse,Accessories,2943.51
S01665,29,2026-01-04,Mouse,Accessories,13535.72
S01763,95,2026-01-05,Keyboard,Accessories,10278.36
S01624,68,2026-01-05,Laptop,Electronics,9570.7
S01691,59,2026-01-05,Tablet,Electronics,12665.19
S00273,63,2026-01-05,Camera,Electronics,9144.19
S00830,8,2026-01-06,Mouse,Accessories,10762.73
S01615,98,2026-01-06,Mouse,Accessories,10530.32
S01430,3,2026-01-06,Camera,Electronics,6932.33
S00843,12,2026-01-06,Printer,Office,15240.42
S01823,92,2026-01-07,Monitor,Electronics,9144.56
S00950,27,2026-01-07,Phone,Electronics,7961.16
S01525,79,2026-01-08,Tablet,Electronics,12504.73
S00764,86,2026-01-08,Monitor,Electronics,13168.56
S00784,6,2026-01-08,Mouse,Accessories,18095.8
S00021,17,2026-01-08,Laptop,Electronics,7656.77
S01361,7,2026-01-08,Monitor,Electronics,5628.79
S00697,51,2026-01-08,Laptop,Electronics,8907.71
S00968,31,2026-01-08,Laptop,Electronics,5165.32
S00544,27,2026-01-08,Monitor,Electronics,8875.2
S01081,28,2026-01-09,Keyboard,Accessories,5177.47
S01319,59,2026-01-09,Headphones,Accessories,11816.19
S00851,11,2026-01-10,Laptop,Electronics,2215.28
S00584,1,2026-01-11,Speaker,Audio,10814.47
S01521,11,2026-01-11,Printer,Office,7237.3
S01412,99,2026-01-11,Keyboard,Accessories,3957.82
S01752,72,2026-01-12,Phone,Electronics,8370.13
S01628,68,2026-01-12,Tablet,Electronics,15280.13
S00204,16,2026-01-12,Tablet,Electronics,5847.68
S01622,93,2026-01-12,Tablet,Electronics,4432.02
S00948,33,2026-01-13,Speaker,Audio,9373.73
S00651,98,2026-01-13,Monitor,Electronics,6652.86
S00574,63,2026-01-13,Mouse,Accessories,21973.98
S00745,2,2026-01-14,Mouse,Accessories,3155.01
S01499,13,2026-01-14,Speaker,Audio,17516.32
S01720,8,2026-01-14,Headphones,Accessories,6407.72
S01795,77,2026-01-15,Keyboard,Accessories,4499.93
S00299,100,2026-01-16,Monitor,Electronics,7123.4
S01393,93,2026-01-16,Monitor,Electronics,11966.54
S00982,45,2026-01-16,Headphones,Accessories,5926.09
S00853,77,2026-01-16,Mouse,Accessories,13148.44
S00381,12,2026-01-16,Speaker,Audio,11156.28
S00258,62,2026-01-16,Printer,Office,7915.57
S00183,33,2026-01-16,Keyboard,Accessories,13000.1
S01764,38,2026-01-17,Tablet,Electronics,7506.58
S00954,57,2026-01-17,Headphones,Accessories,10325.82
S00236,5,2026-01-17,Camera,Electronics,18865.22
S01026,11,2026-01-17,Camera,Electronics,13404.46
S00758,89,2026-01-17,Printer,Office,7396.83
S01357,86,2026-01-18,Tablet,Electronics,2992.74
S00921,32,2026-01-18,Tablet,Electronics,7798.43
S01838,60,2026-01-18,Laptop,Electronics,7950.77
S00901,14,2026-01-18,Camera,Electronics,13049.46
S01885,61,2026-01-19,Mouse,Accessories,12203.22
S00862,44,2026-01-20,Monitor,Electronics,11469.22
S01551,40,2026-01-20,Speaker,Audio,9094.43
S01106,29,2026-01-20,Laptop,Electronics,7136.14
S01083,49,2026-01-22,Tablet,Electronics,8747.55
S00886,75,2026-01-22,Speaker,Audio,18514.89
S00676,43,2026-01-23,Phone,Electronics,7181.81
S01398,33,2026-01-24,Headphones,Accessories,10064.16
S01627,100,2026-01-24,Tablet,Electronics,11216.03
S00667,17,2026-01-25,Mouse,Accessories,18057.94
S01413,39,2026-01-25,Keyboard,Accessories,14877.13
S00925,23,2026-01-25,Laptop,Electronics,7039.22
S00244,40,2026-01-26,Monitor,Electronics,12932.04
S01837,41,2026-01-26,Laptop,Electronics,5278.26
S00856,6,2026-01-26,Mouse,Accessories,8437.67
S00960,86,2026-01-26,Camera,Electronics,7783.58
S01298,66,2026-01-27,Laptop,Electronics,7260.05
S01383,3,2026-01-27,Keyboard,Accessories,3982.34
S01516,9,2026-01-27,Monitor,Electronics,11498.36
S01058,2,2026-01-28,Camera,Electronics,12931.86
S00553,13,2026-01-28,Keyboard,Accessories,14849.25
S00397,100,2026-01-29,Tablet,Electronics,6653.92
S01127,29,2026-01-29,Camera,Electronics,8439.79
S00615,95,2026-01-29,Headphones,Accessories,6781.12
S01636,65,2026-01-29,Speaker,Audio,14248.26
S01147,88,2026-01-30,Laptop,Electronics,5052.16
S00280,16,2026-01-30,Speaker,Audio,4137.88
S01894,50,2026-01-30,Mouse,Accessories,4637.38
S01129,3,2026-01-30,Tablet,Electronics,5304.52
S01888,37,2026-01-31,Speaker,Audio,9829.47
S01021,29,2026-01-31,Headphones,Accessories,7711.44
S00326,50,2026-01-31,Phone,Electronics,9824.15
S01784,86,2026-01-31,Laptop,Electronics,2892.82
S01581,23,2026-01-31,Mouse,Accessories,9811.54
S00180,2,2026-02-01,Monitor,Electronics,5852.77
S01532,70,2026-02-01,Headphones,Accessories,9125.71
S01863,22,2026-02-01,Monitor,Electronics,9099.23
S01770,41,2026-02-01,Mouse,Accessories,8381.69
S01010,43,2026-02-02,Laptop,Electronics,5109.08
S00813,24,2026-02-02,Printer,Office,8699.1
S00523,12,2026-02-02,Printer,Office,11369.0
S00773,10,2026-02-02,Camera,Electronics,6718.56
S01760,94,2026-02-02,Speaker,Audio,14975.17
S00791,59,2026-02-02,Laptop,Electronics,5098.16
S00683,16,2026-02-03,Headphones,Accessories,9811.8
S01415,29,2026-02-03,Speaker,Audio,8966.18
S01092,61,2026-02-03,Laptop,Electronics,14851.44
S00288,47,2026-02-04,Tablet,Electronics,9101.7
S00805,95,2026-02-04,Monitor,Electronics,15565.01
S01080,26,2026-02-05,Mouse,Accessories,3652.12
S00235,60,2026-02-05,Speaker,Audio,19205.4
S00648,91,2026-02-05,Laptop,Electronics,12739.8
S01189,69,2026-02-05,Camera,Electronics,7484.55
S01649,76,2026-02-05,Headphones,Accessories,1122.59
S01711,80,2026-02-06,Monitor,Electronics,10048.79
S01687,93,2026-02-06,Camera,Electronics,6968.49
S01369,95,2026-02-06,Tablet,Electronics,9366.13
S00205,14,2026-02-06,Printer,Office,6816.4
S01560,92,2026-02-07,Laptop,Electronics,12646.4
S00120,22,2026-02-07,Phone,Electronics,7241.61
S00599,74,2026-02-07,Phone,Electronics,14531.87
S01660,87,2026-02-07,Camera,Electronics,4805.37
S00357,7,2026-02-07,Headphones,Accessories,14458.06
S00539,28,2026-02-07,Phone,Electronics,7407.95
S00930,17,2026-02-08,Monitor,Electronics,6186.94
S01273,21,2026-02-09,Camera,Electronics,2681.05
S01804,46,2026-02-09,Laptop,Electronics,8140.86
S00970,100,2026-02-10,Headphones,Accessories,12950.15
S00543,64,2026-02-11,Camera,Electronics,5176.82
S01068,54,2026-02-11,Camera,Electronics,17236.4
S01558,80,2026-02-11,Laptop,Electronics,4012.23
S01599,13,2026-02-11,Printer,Office,9999.73
S00971,88,2026-02-12,Laptop,Electronics,10063.83
S01264,64,2026-02-13,Laptop,Electronics,6493.84
S01502,68,2026-02-13,Printer,Office,10404.88
S00540,92,2026-02-13,Speaker,Audio,8307.75
S00883,60,2026-02-13,Mouse,Accessories,15984.43
S01785,92,2026-02-13,Laptop,Electronics,3712.56
S00308,95,2026-02-13,Tablet,Electronics,13485.61
S00517,54,2026-02-14,Monitor,Electronics,15436.23
S01573,27,2026-02-14,Monitor,Electronics,12841.57
S01100,51,2026-02-14,Keyboard,Accessories,8257.71
S00374,82,2026-02-14,Laptop,Electronics,6904.16
S00392,86,2026-02-15,Tablet,Electronics,10668.1
S00566,33,2026-02-15,Speaker,Audio,9832.02
S00688,25,2026-02-16,Keyboard,Accessories,8937.83
S01803,90,2026-02-16,Monitor,Electronics,11565.11
S01072,52,2026-02-16,Printer,Office,5486.34
S01680,22,2026-02-16,Phone,Electronics,5654.1
S01517,79,2026-02-16,Tablet,Electronics,12988.58
S00645,82,2026-02-17,Laptop,Electronics,1083.98
S01613,74,2026-02-17,Speaker,Audio,14227.43
S00068,1,2026-02-17,Mouse,Accessories,4759.23
S00320,92,2026-02-17,Monitor,Electronics,6967.0
S01855,55,2026-02-17,Camera,Electronics,6456.17
S00548,33,2026-02-18,Printer,Office,7695.66
S00743,78,2026-02-19,Speaker,Audio,5252.8
S01085,81,2026-02-19,Keyboard,Accessories,8534.97
S01740,71,2026-02-19,Keyboard,Accessories,8044.51
S00049,40,2026-02-19,Headphones,Accessories,10438.46
S00328,33,2026-02-20,Tablet,Electronics,6590.21
S00436,74,2026-02-20,Keyboard,Accessories,4341.06
S00627,94,2026-02-20,Monitor,Electronics,5831.46
S01914,15,2026-02-21,Laptop,Electronics,4886.65
S01123,63,2026-02-21,Mouse,Accessories,13913.81
S00138,19,2026-02-21,Printer,Office,3708.55
S00617,39,2026-02-21,Camera,Electronics,9458.48
S01878,7,2026-02-21,Headphones,Accessories,7974.14
S00785,52,2026-02-21,Monitor,Electronics,9959.46
S00790,56,2026-02-22,Headphones,Accessories,6321.12
S01420,16,2026-02-22,Monitor,Electronics,7247.78
S01364,72,2026-02-22,Speaker,Audio,19172.72
S00909,78,2026-02-23,Camera,Electronics,27719.62
S01299,73,2026-02-23,Mouse,Accessories,6402.97
S01333,95,2026-02-24,Camera,Electronics,22203.33
S01263,46,2026-02-24,Laptop,Electronics,10471.21
S00133,64,2026-02-24,Monitor,Electronics,7140.44
S00046,71,2026-02-24,Tablet,Electronics,7269.4
S00691,67,2026-02-24,Laptop,Electronics,14621.98
S00807,55,2026-02-25,Laptop,Electronics,17153.01
S01734,20,2026-02-25,Headphones,Accessories,5260.58
S01910,3,2026-02-26,Printer,Office,5836.93
S00369,64,2026-02-27,Laptop,Electronics,6264.75
S01337,80,2026-02-27,Headphones,Accessories,5154.02
S00824,51,2026-02-27,Laptop,Electronics,8849.62
S00693,93,2026-02-28,Tablet,Electronics,11361.61
S01793,97,2026-02-28,Speaker,Audio,10114.27
S00952,29,2026-02-28,Laptop,Electronics,5572.31
S01218,40,2026-02-28,Headphones,Accessories,16469.26
S00197,7,2026-03-01,Headphones,Accessories,4501.33
S01004,13,2026-03-01,Tablet,Electronics,6340.43
S01983,6,2026-03-02,Camera,Electronics,13906.0
S00044,20,2026-03-03,Laptop,Electronics,18620.54
S01923,44,2026-03-03,Mouse,Accessories,8095.34
S01614,96,2026-03-03,Phone,Electronics,14135.76
S00532,92,2026-03-03,Laptop,Electronics,2791.83
S00064,16,2026-03-03,Keyboard,Accessories,11081.97
S01777,17,2026-03-04,Laptop,Electronics,20540.81
S01023,40,2026-03-04,Mouse,Accessories,12445.62
S00259,23,2026-03-04,Keyboard,Accessories,5166.75
S00322,91,2026-03-05,Printer,Office,4364.85
S00549,84,2026-03-05,Printer,Office,12632.62
S01677,47,2026-03-06,Monitor,Electronics,11280.48
S01474,98,2026-03-06,Camera,Electronics,5217.61
S00174,32,2026-03-07,Monitor,Electronics,15458.15
S01814,6,2026-03-07,Printer,Office,8616.92
S01008,97,2026-03-07,Monitor,Electronics,3997.2
S01736,15,2026-03-08,Laptop,Electronics,11752.5
S00225,49,2026-03-08,Headphones,Accessories,10320.21
S01617,28,2026-03-08,Phone,Electronics,29624.82
S00350,90,2026-03-09,Tablet,Electronics,8932.32
S01986,78,2026-03-09,Laptop,Electronics,12719.64
S01429,49,2026-03-10,Monitor,Electronics,3260.95
S01654,6,2026-03-10,Headphones,Accessories,8546.59
S00128,98,2026-03-10,Monitor,Electronics,8879.99
S01950,23,2026-03-10,Laptop,Electronics,6713.51
S00154,46,2026-03-10,Phone,Electronics,11307.11
S01524,88,2026-03-11,Camera,Electronics,19544.0
S01351,16,2026-03-11,Tablet,Electronics,10784.86
S00410,69,2026-03-11,Monitor,Electronics,6317.89
S00475,13,2026-03-11,Phone,Electronics,19385.38
S00111,8,2026-03-11,Printer,Office,8713.47
S00814,95,2026-03-11,Printer,Office,10501.41
S01756,81,2026-03-12,Mouse,Accessories,14404.43
S00275,22,2026-03-12,Camera,Electronics,4958.21
S00766,44,2026-03-13,Keyboard,Accessories,13905.77
S00848,64,2026-03-13,Tablet,Electronics,8395.78
S00387,30,2026-03-14,Tablet,Electronics,10188.86
S00401,76,2026-03-14,Phone,Electronics,9718.99
S00161,85,2026-03-14,Mouse,Accessories,12081.77
S00849,38,2026-03-14,Monitor,Electronics,4902.13
S00338,74,2026-03-15,Phone,Electronics,8134.49
S00192,50,2026-03-15,Keyboard,Accessories,5743.15
S01840,75,2026-03-15,Mouse,Accessories,3365.18
S01479,6,2026-03-15,Mouse,Accessories,1266.84
S00421,39,2026-03-16,Mouse,Accessories,9737.6
S00906,37,2026-03-16,Headphones,Accessories,10191.92
S00577,59,2026-03-16,Camera,Electronics,10743.21
S00352,93,2026-03-16,Laptop,Electronics,11153.68
S01441,53,2026-03-16,Phone,Electronics,2652.27
S01139,32,2026-03-17,Monitor,Electronics,10895.26
S01870,74,2026-03-17,Camera,Electronics,13769.91
S01110,30,2026-03-17,Camera,Electronics,7431.48
S00158,60,2026-03-17,Keyboard,Accessories,3098.75
S01945,40,2026-03-18,Phone,Electronics,5857.39
S00562,10,2026-03-19,Mouse,Accessories,11040.28
S00602,85,2026-03-19,Camera,Electronics,10080.82
S01900,100,2026-03-19,Printer,Office,12473.81
S01672,29,2026-03-19,Tablet,Electronics,12091.79
S00488,63,2026-03-19,Printer,Office,5089.03
S01925,78,2026-03-19,Printer,Office,7031.82
S01631,17,2026-03-20,Headphones,Accessories,12531.06
S00184,9,2026-03-20,Mouse,Accessories,8191.73
S01919,100,2026-03-20,Tablet,Electronics,8037.11
S00144,44,2026-03-21,Monitor,Electronics,11721.72
S00212,32,2026-03-21,Headphones,Accessories,5648.1
S00343,12,2026-03-21,Tablet,Electronics,10261.04
S00558,69,2026-03-22,Keyboard,Accessories,13635.86
S00675,77,2026-03-22,Speaker,Audio,10741.25
S01695,57,2026-03-22,Mouse,Accessories,9927.34
S00704,61,2026-03-23,Keyboard,Accessories,10218.17
S01386,40,2026-03-23,Headphones,Accessories,8812.5
S01609,70,2026-03-23,Camera,Electronics,5886.01
S01290,20,2026-03-23,Keyboard,Accessories,13195.08
S00687,56,2026-03-23,Printer,Office,5044.78
S01155,92,2026-03-24,Headphones,Accessories,26407.04
S01239,17,2026-03-24,Printer,Office,14466.2
S01496,3,2026-03-24,Keyboard,Accessories,7250.24
S00638,51,2026-03-24,Laptop,Electronics,10227.93
S00897,64,2026-03-25,Speaker,Audio,24580.31
S00067,2,2026-03-25,Monitor,Electronics,8044.0
S00457,71,2026-03-25,Mouse,Accessories,11202.86
S00961,66,2026-03-25,Monitor,Electronics,13178.46
S00129,21,2026-03-26,Mouse,Accessories,4997.53
S00363,89,2026-03-26,Laptop,Electronics,5546.08
S00106,33,2026-03-26,Monitor,Electronics,7843.82
